"Source:<All>"

"Created: Month","F2F_CC","Created at location","Service","Enquiry Type","Total contact","Postcode trunc"
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",1,"HX3 "
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",1,"L17 "
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",2,"DE11"
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",1,"DH9 "
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",2,"DL10"
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",1,"HU17"
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",11,"LS28"
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",40,"LS6 "
"Apr","CC","Contact Centre","Leeds Housing Options","Private Rented Tenancy Issue",4,"LS4 "
"Apr","CC","Contact Centre","Leeds Housing Options","RSL Rented Tenancy Issue",2," NFA"
"Apr","CC","Contact Centre","Leeds Housing Options","RSL Rented Tenancy Issue",6,"LS9 "
"Apr","CC","Contact Centre","Leeds Housing Options","RSL Rented Tenancy Issue",3,"LS7 "
"Apr","CC","Contact Centre","Leeds Housing Options","RSL Rented Tenancy Issue",5,"LS13"
"Apr","CC","Contact Centre","Leeds Housing Options","RSL Rented Tenancy Issue",2,"LS11"
"Apr","CC","Contact Centre","Leeds Housing Options","RSL Rented Tenancy Issue",1,"LS8 "
"Apr","CC","Contact Centre","Leeds Housing Options","RSL Rented Tenancy Issue",5,"LS26"
"Apr","CC","Contact Centre","Leeds Housing Options","RSL Rented Tenancy Issue",1,"LS6 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"TS5 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"N5 1"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",7,"LS8 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",2,"LS27"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",5,"LS14"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",5,"LS13"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"LS10"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",5,"LS12"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",8,"LS11"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"BD3 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"BD10"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"LS4 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",146," NFA"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",2,"LS17"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",4,"LS28"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",3,"LS6 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"LS7 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",2,"LS15"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",9,"LS16"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",2,"LS2 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"LS19"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"LS20"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"LS25"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"LS26"
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",1,"WF3 "
"Apr","CC","Contact Centre","Leeds Housing Options","Reception",6,"LS9 "
"Apr","CC","Contact Centre","Leeds Housing Options","Tied Accommodation",1,"LS13"
"Apr","CC","Contact Centre","Leeds Housing Options","Tied Accommodation",3,"LS3 "
"Apr","CC","Contact Centre","Leeds Housing Options","Tied Accommodation",1,"YO7 "
"Apr","CC","Contact Centre","Leeds Housing Options","Tied Accommodation",2,"LS21"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",3,"LS8 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",1,"LS16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",3,"LS25"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",2,"LS10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",1," NFA"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",1,"LS15"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",1,"LS9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",1,"LS12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Customer Relations",2,"LS18"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",70,"LS12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",2,"LS24"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",31,"LS23"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",146,"LS8 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",14,"LS5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",51,"LS7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",1,"WF15"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",10,"WF10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",62,"LS9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",44,"WF3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",1,"WF4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",1,"BD10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",7," NFA"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",5,"BD4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",45,"LS10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",58,"LS13"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",56,"LS14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",14,"BD11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",4,"LS29"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",2,"LS3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",69,"LS27"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",17,"LS4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",83,"LS28"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",67,"LS6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",78,"LS15"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",42,"LS18"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",73,"LS16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",4,"LS2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",96,"LS17"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",57,"LS21"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",41,"LS19"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",30,"LS22"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",34,"LS20"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",64,"LS25"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",54,"LS26"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",68,"LS11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Electoral Services",3,"LS1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Licensing",2,"LS28"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Licensing",7," NFA"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Licensing",1,"BD21"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Local and Land Charges",1," NFA"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"HD4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",7,"HD3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",20,"HD2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DN16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"DN14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DL7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DL5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DL3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DL10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DH8 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"DH7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DH6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DH4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DA7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"DA6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DA5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CV9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CV6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CV4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CA3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CA28"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BT48"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BS7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BR6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BR5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"BN3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BN23"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BL6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BL5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"HU17"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"HU14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"HU12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"HG3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",6,"HG2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"HG1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"HD9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"HD8 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"HD7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",5,"HD6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"LN6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"LN5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"LL14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"LE7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",195,"LS11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",110,"LS26"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",89,"LS25"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",28,"LS20"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",27,"LS22"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",69,"LS19"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",35,"LS21"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",162,"LS17"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",24,"LS2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",144,"LS16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",63,"LS18"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",108,"LS15"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",133,"LS6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",126,"LS28"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",14,"LS4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",134,"LS27"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"LE67"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"LE3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"LE12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"LE11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"LA14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"L19 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"KY11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"IP4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"IM2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"IG11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"HX7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"HX6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",5,"HX5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",6,"HX4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",161,"LS14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",170,"LS13"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",181,"LS10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",159,"LS12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",12,"LS1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"LN7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"BD15"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",10,"BD10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",9,"BD1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"BB18"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"BA22"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BA14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"B74 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"B6 6"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"B4 7"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"B31 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"B20 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"8911"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"8640"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"6109"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1," HX6"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2," DN1"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"  BD"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",145," NFA"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"HX2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",12,"HX1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BH12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BH11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",12,"BD9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",18,"BD8 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"2825"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"2450"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"2156"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"10 2"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1," YO2"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",41,"BD3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BD24"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",6,"BD23"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",5,"BD22"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",10,"BD21"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",8,"BD20"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",12,"BD2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",6,"BD19"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",7,"BD18"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"BD17"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"BD16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"DN4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"DN37"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"DN32"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"DN3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",7,"DN2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DN18"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BD14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"BD13"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"BD12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",18,"BD11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CV34"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CV21"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"CV12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"CT5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CR9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CM1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CF14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CF10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"CB6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"CA6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"HU9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"HU3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",5,"HU19"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",23,"BD7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",8,"BD6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",32,"BD5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",18,"BD4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",12,"HD1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"GU14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"GL52"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"G67 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"G53 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"FY2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"FK6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"EH13"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"EC1N"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"E7 8"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DY3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DY1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"DN9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",5,"YO26"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"YO25"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"YO24"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"YO19"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"YO17"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"YO16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"YO15"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",28,"WF1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WC1E"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WA5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WA11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"W9 3"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"W4 3"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"W3 6"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"W13 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"WF7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",7,"WF6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WF5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",8,"WF4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",61,"WF3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"TS10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"TA5 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"T6M "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"SW18"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"SW1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"SM4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"SL2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"SK9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"SK13"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"SG6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"SE23"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"SE16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",183,"LS9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",11,"WF17"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",8,"WF16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"YOP1"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"YO8 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"YO61"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"YO51"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",7,"YO31"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S40 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"WF15"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"YO14"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"YO12"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"YO11"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"YO10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"Y08 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"Y042"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"Y030"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"Y018"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"WV6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WV10"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WS3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WS2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WN7 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"WN3 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",4,"WF9 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",10,"WF8 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",5,"NULL"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",15,"WF2 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"SE15"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"SE1 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S9 5"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"S9 3"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"S80 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S8 0"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"S75 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S73 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"S71 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"S70 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S66 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S65 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"S64 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S63 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",3,"S60 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"S6 5"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S5 8"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"S5 7"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S45 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"S43 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"OL8 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",7,"OL6 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"OL4 "
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",1,"OL16"
"Apr","CC","Contact Centre","Legal Licensing & Registration","Registrars",2,"OL15"
