RESPNUM,CCGID,TERM,STRATA,ATYPE,AIRLINE,DEST,GATENUM,INTDATE,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3A,Q4A,Q4B,Q4C,Q5,Q5AVG,SAQ,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q6I,Q6J,Q6K,Q6L,Q6M,Q6N,Q7COM1,Q7COM2,Q7COM3,Q7A1,Q7A2,Q7A3,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8COM1,Q8COM2,Q8COM3,Q9,Q9APOS1,Q9APOS2,Q9APOS3,Q9ANEG1,Q9ANEG2,Q9ANEG3,Q9ANTR1,Q9ANTR2,Q9ANTR3,Q10,Q11,Q11A1,Q11A2,Q11A3,Q12,Q13A,Q13B,Q13_COM,Q13COM1,Q13COM2,Q13COM3,Q14,Q14A,Q14A1,Q14A2,Q14A3,Q15,SFFLAG,COUNTRY,Q17,AGE,Q18,Q19,INC,MAIL,LANG,DESTMARK,DESTINATION,DESTGEO,WEIGHT,Location 1
2815,2345,1,2,1,29,2,26,7,2,2,8,,,,,1,11,,,,,0,2,1,2,1,1,2,3,3,3,4,4,4,4,4,3,3,3,6,4,4,90,99,,,,,3,3,3,3,3,3,,,,3,,,,,,,,,,2,,,,,8,3,3,,,,,2,,,,,2,4,62,7,75,1,1,25000,1,1,3,CHARLOTTE,2,1.013018,
2816,2346,1,2,1,29,2,26,7,2,3,8,,,,,9,11,,,,,9,2,2,2,1,1,2,3,3,4,4,4,4,4,4,3,6,5,6,5,4,90,,,,,,4,6,5,5,4,4,12,,,5,5,,,,,,,,,2,,,,,7,4,3,,,,,1,,5,,,2,4,62,6,59.5,0,2,75000,1,1,3,CHARLOTTE,2,1.013018,
2817,2347,1,2,1,29,2,26,7,2,6,8,,,,,1,11,,,,,3,1,1,2,3,4.5,2,4,3,3,4,4,4,3,3,5,4,4,5,4,4,,,,,,,5,4,6,4,4,4,,,,3,,,,,,,,,,2,,,,,6,3,4,,,,,2,,,,,1,12,62,6,59.5,2,4,175000,1,1,3,CHARLOTTE,2,1.013018,
2818,2348,1,2,1,29,2,26,7,2,2,8,,,,,9,11,,,,,9,1,1,1,2,2,2,6,3,3,4,5,4,6,6,3,6,5,6,4,3,39,70,6,,,,3,6,5,4,2,3,,,,3,,,,,,,10,,,2,,,,,5,3,3,,15,,,2,,,,,2,4,62,5,49.5,0,4,175000,1,1,3,CHARLOTTE,2,1.013018,
2819,2349,1,2,1,29,2,26,7,2,2,8,,,,,9,11,,,,,9,1,2,2,1,1,2,3,3,4,5,5,5,3,3,3,6,5,6,3,4,6,39,,,,,3,6,4,4,4,3,,,,5,,,,,,,,,,2,,,,,9,5,3,,,,,2,,,,,2,4,62,5,49.5,2,4,175000,1,1,3,CHARLOTTE,2,1.013018,
2820,2350,1,2,1,29,2,26,7,2,2,8,,,,,9,11,,,,,9,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,,4,,,,,,,,,,2,,,,,7,3,3,,,,,2,,,,,2,4,62,7,75,1,3,125000,1,1,3,CHARLOTTE,2,1.013018,
2821,2351,1,2,1,29,2,26,7,2,2,8,,,,,7,11,,,,,9,2,2,2,1,1,2,4,0,4,4,4,4,3,3,6,6,6,6,6,4,,,,,,,4,6,6,6,6,5,,,,4,,,,,,,,,,2,,,,,4,4,4,,,,,2,,,,,2,4,62,7,75,1,2,75000,1,1,3,CHARLOTTE,2,1.013018,
2822,2352,1,2,1,29,2,26,7,2,1,8,,,,,9,11,,,,,9,1,1,2,1,1,2,3,6,4,5,5,5,6,6,5,6,5,6,5,5,39,,,,,,5,5,5,5,6,5,,,,5,,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,2,4,62,2,21,1,2,75000,1,1,3,CHARLOTTE,2,1.013018,
2823,2353,1,2,1,29,2,26,7,2,2,8,,,,,9,11,,,,,9,1,2,2,1,1,2,2,6,3,4,5,4,6,6,4,6,5,6,4,4,,,,,,,4,6,4,4,6,4,,,,5,2,,,,,,,,,1,5,8,,,4,5,3,,,,,2,,,,,2,4,62,5,49.5,2,3,125000,1,1,3,CHARLOTTE,2,1.013018,
2824,2354,1,2,1,29,2,26,7,2,1,8,,,,,9,11,,,,,9,0,1,0,1,1,2,2,6,6,4,3,5,6,6,4,6,4,6,4,3,73,,,,,,3,6,4,3,6,2,,,,5,,,,,,,,,,2,,,,,7,4,4,,,,,2,,,,,2,4,62,4,39.5,1,2,75000,1,1,3,CHARLOTTE,2,1.013018,
2825,2355,1,2,1,29,2,26,7,2,1,8,,,,,7,11,,,,,9,2,2,1,2,2,2,3,3,3,4,6,4,6,6,6,6,6,6,6,4,56,73,,,,,3,6,6,6,6,2,,,,5,5,,,,,,,,,2,,,,,12,4,3,,,,,2,,,,,2,4,62,5,49.5,1,0,,1,1,3,CHARLOTTE,2,1.013018,
2826,2356,1,2,1,29,2,26,7,2,1,8,,,,,9,11,,,,,9,1,2,1,2,2,2,3,5,4,4,5,3,3,3,4,6,5,6,5,4,,,,,,,5,6,5,5,4,3,,,,5,4,,,,,,,,,2,,,,,12,5,5,,,,,2,,,,,2,4,10,4,39.5,1,4,175000,1,1,3,CHARLOTTE,2,1.013018,
2827,2357,1,2,1,29,2,26,7,2,3,8,,,,,2,11,,,,,9,2,2,2,3,4.5,2,6,3,3,3,3,3,3,3,3,3,3,6,6,3,78,,,,,,4,6,3,6,3,3,,,,4,,,,,,,,,,2,,,,,7,3,3,,,,,2,,,,,2,4,62,3,29.5,1,2,75000,1,1,3,CHARLOTTE,2,1.013018,
2828,2358,1,2,1,29,2,26,7,2,1,2,3,8,,,5,11,,,,,9,2,2,1,1,1,2,4,3,3,4,3,3,6,6,6,6,6,6,6,3,8,,,,,,5,6,6,6,3,3,,,,3,,,,,,,,,,2,,,,,2,4,4,,,,,2,,,,,1,3,62,5,49.5,1,0,,1,1,3,CHARLOTTE,2,1.013018,
2829,2359,1,2,1,29,2,26,7,1,2,8,,,,,3,11,,,,,9,2,1,1,1,1,2,0,0,4,4,4,5,5,5,6,6,5,6,6,4,,,,,,,5,6,5,6,4,6,,,,3,,,,,,,,,,1,4,4,,,11,2,3,,,,,2,,,,,3,5,0,0,,0,0,,1,1,3,CHARLOTTE,2,1.013018,
2830,2360,1,2,1,29,2,26,7,2,1,5,8,,,,8,11,,,,,9,1,1,1,1,1,2,3,3,3,3,6,4,4,4,6,6,6,6,6,4,10,6,,,,,5,6,6,6,6,5,,,,4,7,,,,,,,,,2,,,,,5,4,4,,,,,2,,,,,2,4,62,5,49.5,2,3,125000,1,1,3,CHARLOTTE,2,1.013018,
2831,2361,1,2,1,29,2,26,7,2,1,2,8,,,,4,11,,,,,9,1,1,2,1,1,2,2,2,2,4,2,3,4,6,6,6,6,6,3,3,71,6,,,,,4,6,6,6,2,3,,,,4,,,,,,,,,,0,,,,,5,4,4,,,,,2,,,,,2,4,62,3,29.5,2,4,175000,1,1,3,CHARLOTTE,2,1.013018,
2832,2362,1,2,1,29,2,26,7,2,1,8,,,,,9,11,,,,,9,2,1,1,3,4.5,2,0,4,4,4,4,4,4,4,4,6,4,0,4,4,,,,,,,4,4,4,4,4,4,,,,5,,,,,,,,,,2,,,,,7,5,3,,,,,2,,,,,2,4,62,5,49.5,1,4,175000,1,1,3,CHARLOTTE,2,1.013018,
2833,2363,1,2,1,29,2,26,7,2,1,8,,,,,9,11,,,,,9,2,2,1,2,2,2,3,2,2,4,3,4,4,4,5,6,4,6,4,3,,,,,,,4,6,4,4,4,4,,,,3,,,,,,,19,,,1,3,,,,1,5,5,,,,,2,,,,,2,4,62,5,49.5,1,4,175000,1,1,3,CHARLOTTE,2,1.013018,
2834,2364,1,2,1,29,2,26,7,2,1,8,,,,,6,11,,,,,9,1,2,1,3,4.5,2,3,2,2,2,2,2,2,2,3,3,6,3,6,3,6,7,,,,,3,3,6,6,3,2,,,,3,,,,,,,20,,,1,3,6,10,,6,4,3,,,,,2,,,,,1,12,62,5,49.5,1,2,75000,1,1,3,CHARLOTTE,2,1.013018,
2835,3075,1,1,1,25,1,23,3,2,2,8,,,,,2,11,,,,,9,2,2,2,3,4.5,1,4,4,4,5,3,4,6,4,6,6,6,6,6,4,40,,,,,,4,6,6,6,6,4,,,,5,5,,,,,,,,,2,,,,,5,4,5,,,,,2,,,,,2,3,62,3,29.5,1,1,25000,1,1,2,SAN DIEGO,1,1.013018,
2836,3076,1,1,1,25,1,23,3,2,1,8,,,,,1,11,,,,,3,1,2,2,6,36,1,5,4,4,5,5,5,6,6,5,5,6,5,6,5,40,,,,,,4,6,6,6,4,4,,,,5,1,,,,,,,,,2,,,,,8,5,5,,,,,2,,,,,1,17,62,4,39.5,1,3,125000,1,1,2,SAN DIEGO,1,1.013018,
2837,3077,1,1,1,25,1,23,3,2,1,8,,,,,4,11,,,,,9,1,1,2,3,4.5,1,6,4,4,4,6,4,6,6,6,6,6,6,6,4,90,,,,,,4,6,6,6,4,3,,,,3,,,,,,,20,,,3,,,,,5,5,2,,15,,,2,,,,,2,3,62,4,39.5,0,2,75000,1,1,2,SAN DIEGO,1,1.013018,
2838,3078,1,1,1,25,1,23,3,2,2,8,,,,,9,11,,,,,9,1,2,2,3,4.5,1,3,3,3,4,3,4,6,6,4,6,4,6,2,3,34,,,51,55,,3,6,4,3,6,3,,,,5,2,,,,,,,,,2,,,,,3,5,5,,,,,2,,,,,2,4,62,5,49.5,2,4,175000,1,1,2,SAN DIEGO,1,1.013018,
2839,3079,1,1,1,25,1,23,3,2,1,8,,,,,2,11,,,,,9,2,2,2,6,36,1,6,6,6,4,4,4,6,6,6,4,4,4,6,4,,,,,,,3,4,4,6,6,4,,,,5,5,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,1,1,62,5,49.5,1,4,175000,1,1,2,SAN DIEGO,1,1.013018,
2840,3080,1,1,1,25,1,23,3,2,2,8,,,,,1,11,,,,,0,1,1,1,2,2,1,4,3,3,4,4,4,6,6,4,4,4,6,6,3,50,30,,,,,3,3,4,6,3,3,,,,5,,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,1,12,62,3,29.5,2,2,75000,1,1,2,SAN DIEGO,1,1.013018,
2841,3081,1,1,1,25,1,23,3,2,2,8,,,,,5,11,,,,,9,1,2,2,1,1,1,4,6,6,5,5,5,6,5,6,6,5,6,6,5,40,,,,,,5,6,4,6,6,5,,,,5,5,,,,,,,,,2,,,,,5,5,4,,,,,1,,4,,,2,3,62,3,29.5,2,1,25000,1,1,2,SAN DIEGO,1,1.013018,
2842,3082,1,1,1,25,1,23,3,2,3,8,,,,,4,11,,,,,9,2,2,2,1,1,2,3,6,4,3,6,2,6,6,4,6,6,6,6,3,40,,,,,,5,6,6,6,6,6,,,,3,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,3,62,6,59.5,0,0,,1,1,2,SAN DIEGO,1,1.013018,
2843,3083,1,1,1,25,1,23,3,2,2,8,,,,,6,11,,,,,9,1,1,1,2,2,2,4,4,4,5,4,4,6,6,4,4,4,4,4,4,,,,,,,3,3,6,6,2,2,,,,5,1,,,,,,,,,2,,,,,5,5,3,,,,,1,,17,,,2,4,2,5,49.5,0,4,175000,1,1,2,SAN DIEGO,1,1.013018,
2844,3084,1,1,1,25,1,23,3,2,2,8,,,,,4,11,,,,,9,2,2,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4,3,4,,,,,,,4,6,3,3,4,4,,,,4,,,,,,,,,,2,,,,,5,4,4,,,,,2,,,,,2,3,62,6,59.5,1,0,,1,1,2,SAN DIEGO,1,1.013018,
2845,3085,1,1,1,25,1,23,3,2,2,8,,,,,2,11,,,,,9,1,2,1,3,4.5,2,3,3,3,4,4,4,3,3,4,6,6,6,3,3,,,,,,,3,6,6,6,3,3,,,,4,,,,,,,,,,2,,,,,5,5,5,,,,,1,,6,,,2,3,62,6,59.5,2,4,175000,1,1,2,SAN DIEGO,1,1.013018,
2846,3086,1,1,1,25,1,23,3,2,1,8,,,,,1,11,,,,,3,2,1,1,3,4.5,2,3,3,3,4,4,5,6,6,5,5,6,4,6,4,,,,,,,5,4,6,6,3,4,,,,5,1,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,1,12,62,5,49.5,1,2,75000,1,1,2,SAN DIEGO,1,1.013018,
2847,3087,1,1,1,25,1,23,3,2,2,8,,,,,2,11,,,,,9,1,2,2,3,4.5,2,6,3,2,3,3,4,3,3,4,4,6,4,6,4,,,,,,,4,4,6,4,4,3,,,,5,5,,,,,,,,,3,,,,,5,4,4,,,,,2,,,,,1,1,62,6,59.5,1,4,175000,1,1,2,SAN DIEGO,1,1.013018,
2848,3088,1,1,1,25,1,23,3,2,3,8,,,,,2,11,,,,,9,2,2,2,2,2,2,6,6,5,5,4,3,6,6,4,6,4,6,6,4,,,,,,,4,6,4,6,6,4,,,,4,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,3,62,2,21,2,4,175000,1,1,2,SAN DIEGO,1,1.013018,
2849,3089,1,1,1,25,1,23,3,2,3,8,,,,,2,11,,,,,9,0,1,0,6,36,2,6,2,4,4,4,3,6,6,4,6,5,6,6,4,40,,,,,,3,6,4,6,4,4,,,,4,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,1,1,62,4,39.5,2,3,125000,1,1,2,SAN DIEGO,1,1.013018,
2850,3090,1,1,1,25,1,23,3,2,2,8,,,,,9,11,,,,,9,1,0,0,3,4.5,2,6,3,3,3,4,3,2,2,4,6,4,6,2,3,1,73,54,,,,3,6,3,3,3,4,,,,4,,,,,,,,,,2,,,,,5,3,3,,,,,2,,,,,2,3,62,5,49.5,1,3,125000,1,1,2,SAN DIEGO,1,1.013018,
2851,3091,1,1,1,25,1,23,3,2,2,8,,,,,9,11,,,,,9,1,2,1,2,2,2,6,4,4,3,3,3,6,6,4,6,4,6,2,4,,,,,,,4,6,4,3,4,3,,,,4,,,,,,,,,,2,,,,,12,4,4,,,,,1,,2,,,2,3,62,5,49.5,2,3,125000,1,1,2,SAN DIEGO,1,1.013018,
2852,3092,1,1,1,25,1,23,3,2,2,8,,,,,2,11,,,,,9,1,2,2,1,1,2,6,6,6,3,6,3,6,6,6,6,6,6,6,6,,,,,,,4,6,6,6,6,4,,,,3,,,,,,,3,,,2,,,,,5,4,4,,,,,2,,,,,2,3,62,2,21,2,1,25000,1,1,2,SAN DIEGO,1,1.013018,
2853,3033,2,2,3,18,3,4,4,2,2,8,,,,,5,11,,,,,9,1,2,2,1,1,1,4,5,5,5,5,5,6,3,6,6,6,6,6,5,51,54,,,,,5,6,6,6,6,6,,,,5,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,1,3,29.5,1,1,25000,1,2,2,"LIMA, PERU",5,0.636476,
2854,3034,2,2,3,18,3,4,4,2,6,8,,,,,7,11,,,,,9,1,2,2,1,1,1,5,6,6,5,5,5,6,5,6,6,6,6,6,5,52,77,,,,,5,6,6,6,6,6,,,,5,,,,,,,,,,2,,,,,2,5,5,,10,,,2,,,,,2,4,8,6,59.5,2,2,75000,1,2,2,"LIMA, PERU",5,0.636476,
2855,3035,2,2,3,18,3,4,4,2,5,8,,,,,6,11,,,,,9,1,1,1,1,1,1,6,4,4,5,5,4,6,6,6,6,6,6,6,4,,,,,,,5,6,6,6,3,5,1,,,4,,,,,,,,,,2,,,,,5,5,3,,,,,2,,,,,2,4,43,6,59.5,1,2,75000,1,2,2,"LIMA, PERU",5,0.636476,
2856,3036,2,2,3,18,3,4,4,1,2,8,,,,,3,11,,,,,9,1,1,1,3,4.5,1,5,5,5,0,0,3,6,6,6,6,6,6,6,4,,,,,,,5,6,6,6,5,4,,,,5,,,,,,,,,,2,,,,,11,3,5,,7,,,1,,21,3,,3,4,43,3,29.5,2,4,175000,1,2,2,"LIMA, PERU",5,0.636476,
2857,3037,2,2,3,18,3,4,4,2,2,8,,,,,7,11,,,,,9,1,1,2,1,1,1,6,6,5,5,5,5,6,5,6,6,6,6,6,5,,,,,,,5,6,6,6,6,4,,,,5,,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,2,4,43,5,49.5,1,1,25000,1,2,2,"LIMA, PERU",5,0.636476,
2858,3038,2,2,3,18,3,4,4,2,3,8,,,,,2,11,,,,,9,1,2,2,1,1,1,6,6,6,5,5,5,6,6,6,6,6,6,6,5,,,,,,,5,6,6,6,6,6,,,,5,,,,,,,,,,2,,,,,1,5,5,,9,,,2,,,,,1,10,62,7,75,1,0,,1,2,2,"LIMA, PERU",5,0.636476,
2859,3039,2,2,3,18,3,4,4,2,3,8,,,,,2,11,,,,,9,1,2,2,2,2,1,6,6,6,5,5,5,6,6,6,6,6,6,6,5,,,,,,,5,6,6,6,6,5,,,,5,,,,,,,,,,1,5,4,,,14,5,5,,,,,2,,,,,2,4,1,7,75,1,1,25000,1,2,2,"LIMA, PERU",5,0.636476,
2860,3040,2,2,3,18,3,4,4,2,3,8,,,,,2,11,,,,,9,1,2,2,2,2,1,5,6,6,6,5,6,6,6,6,6,6,6,6,0,33,,,,,,5,6,6,6,6,5,,,,5,2,,,,,,,,,2,,,,,14,6,5,,,,,2,,,,,2,4,43,7,75,2,0,,1,2,2,"LIMA, PERU",5,0.636476,
2861,3041,2,2,3,18,3,4,4,1,2,8,,,,,3,11,,,,,9,1,2,2,2,2,1,6,6,6,6,5,5,6,6,0,0,0,0,0,4,40,,,,,,5,6,6,6,6,5,,,,5,,,,,,,,,,2,,,,,11,6,5,,,,,2,,,,,3,4,43,7,75,1,0,,1,2,2,"LIMA, PERU",5,0.636476,
2862,3042,2,2,3,18,3,4,4,1,2,8,,,,,3,11,,,,,9,2,2,1,1,1,2,4,4,4,3,3,3,4,4,6,6,6,6,6,4,,,,,,,4,6,6,6,4,4,,,,4,,,,,,,,,,2,,,,,11,3,3,,,,,2,,,,,3,4,10,2,21,1,1,25000,1,1,2,"LIMA, PERU",5,0.636476,
2863,3043,2,2,3,18,3,4,4,2,2,8,,,,,5,11,,,,,9,1,1,1,2,2,2,3,3,3,4,4,4,6,6,6,6,6,6,6,4,,,,,,,4,6,6,6,3,3,,,,4,5,,,,,,,,,2,,,,,2,4,3,,,,,2,,,,,1,11,62,5,49.5,1,3,125000,1,1,2,"LIMA, PERU",5,0.636476,
2864,3044,2,2,3,18,3,4,4,2,3,8,,,,,2,11,,,,,9,1,2,2,1,1,2,6,6,5,5,5,6,5,5,6,6,5,6,6,5,,,,,,,5,5,5,6,6,5,,,,5,5,,,,,,,,,1,1,4,,,1,5,5,,,,,2,,,,,2,4,8,3,29.5,1,3,125000,1,1,2,"LIMA, PERU",5,0.636476,
2865,3045,2,2,3,18,3,4,4,1,3,8,,,,,3,11,,,,,9,1,1,1,2,2,2,5,3,4,5,5,5,5,5,6,6,6,6,6,5,6,,,,,,5,6,6,6,5,4,,,,5,,,,,,,,,,2,,,,,11,5,5,,,,,2,,,,,3,4,62,3,29.5,2,1,25000,1,1,2,"LIMA, PERU",5,0.636476,
2866,3046,2,2,3,18,3,4,4,2,2,8,,,,,9,11,,,,,9,1,1,1,1,1,2,4,3,4,4,4,4,4,4,4,4,4,6,4,4,,,,,,,5,6,4,5,5,5,,,,4,2,,,,,,,,,2,,,,,5,4,4,,,,,2,,,,,2,4,8,4,39.5,1,4,175000,1,1,2,"LIMA, PERU",5,0.636476,
2867,3047,2,2,3,18,3,4,4,2,2,8,,,,,7,11,,,,,9,2,1,1,3,4.5,2,5,4,4,4,5,5,5,5,5,6,6,6,6,5,,,,,,,5,6,6,6,5,4,,,,5,,,,,,,,,,1,5,,,,31,5,5,,,,,2,,,,,4,3,62,4,39.5,1,0,,1,1,2,"LIMA, PERU",5,0.636476,
2868,3048,2,2,3,18,3,4,4,2,8,,,,,,7,11,,,,,9,1,1,1,2,2,2,5,2,3,5,5,5,5,5,6,6,6,6,6,4,6,,,,,,5,6,6,6,4,4,,,,5,,,,,,,,,,2,,,,,5,5,4,,,,,2,,,,,2,4,43,3,29.5,1,2,75000,1,1,2,"LIMA, PERU",5,0.636476,
2869,3049,2,2,3,18,3,4,4,2,2,8,,,,,4,11,,,,,9,1,0,0,1,1,2,6,6,6,4,4,4,4,4,6,6,6,6,6,4,,,,,,,5,6,6,6,6,5,,,,4,,,,,,,,,,2,,,,,5,5,4,,,,,2,,,,,2,4,8,2,21,1,3,125000,1,1,2,"LIMA, PERU",5,0.636476,
2870,3050,2,2,3,18,3,4,4,1,3,8,,,,,3,11,,,,,9,0,0,1,1,1,2,4,5,5,4,5,2,2,2,6,6,6,6,6,5,58,51,55,,,,5,6,6,6,5,5,,,,4,4,,,,,,,,,2,,,,,11,2,3,,,,,1,,4,9,13,3,4,62,6,59.5,1,1,25000,1,1,2,"LIMA, PERU",5,0.636476,
2871,3051,2,2,3,18,3,4,4,1,6,8,,,,,3,11,,,,,9,1,2,1,2,2,2,4,2,3,3,4,4,2,1,6,6,6,6,6,6,,,,,,,4,4,4,4,4,4,,,,4,,,,,,,,,,2,,,,,11,3,0,,,,,0,,,,,3,4,62,5,49.5,1,2,75000,1,1,2,"LIMA, PERU",5,0.636476,
2872,3052,2,2,3,18,3,4,4,1,1,3,8,,,,3,11,,,,,9,1,2,1,1,1,2,2,3,6,4,3,6,6,6,4,6,6,6,6,4,31,,,,,,5,6,6,6,4,4,,,,3,,,,,,,19,3,,2,,,,,11,4,4,,,,,1,,17,,,3,4,62,7,75,1,1,25000,1,1,2,"LIMA, PERU",5,0.636476,
2873,3053,2,2,3,18,3,4,4,2,2,8,,,,,7,11,,,,,9,1,1,1,2,2,2,5,4,4,4,4,4,6,6,6,6,6,6,6,4,,,,,,,5,6,6,6,4,4,,,,5,4,1,,,,,,,,2,,,,,18,4,4,,,,,1,,5,,,2,4,62,3,29.5,1,1,25000,1,1,2,"LIMA, PERU",5,0.636476,
2874,3054,2,2,3,18,3,4,4,2,3,8,,,,,6,11,,,,,9,1,2,2,1,1,2,6,6,6,4,4,4,4,4,6,6,6,6,6,4,,,,,,,4,6,6,6,6,5,,,,4,,,,,,,,,,2,,,,,5,4,4,,,,,2,,,,,2,4,1,4,39.5,2,1,25000,1,2,2,"LIMA, PERU",5,0.636476,
2875,3055,2,2,3,18,3,4,4,2,3,8,,,,,2,11,,,,,9,1,2,1,1,1,2,6,5,6,5,5,5,5,5,6,6,6,6,6,5,,,,,,,5,6,6,6,6,5,,,,4,,,,,,,,,,2,,,,,31,6,5,,,,,2,,,,,2,4,1,6,59.5,2,1,25000,1,2,2,"LIMA, PERU",5,0.636476,
2876,3206,1,1,1,12,2,46,4,2,2,8,,,,,8,11,,,,,9,2,2,2,1,1,1,5,6,6,5,5,5,6,6,6,6,6,6,6,5,,,,,,,4,6,6,6,6,4,,,,5,,,,,,,,,,2,,,,,3,5,0,,,,,2,,,,,2,4,62,7,75,1,0,,1,1,3,MINNEAPOLIS,3,1.013018,
2877,3207,1,1,1,12,2,46,4,2,2,8,,,,,2,11,,,,,9,1,2,1,1,1,1,6,6,6,3,6,6,5,6,6,6,6,6,6,4,40,,,,,,4,6,6,6,6,4,,,,4,,,,,,,,,,2,,,,,7,5,5,,,,,2,,,,,1,13,62,7,75,1,0,,1,1,3,MINNEAPOLIS,3,1.013018,
2878,3208,1,1,1,12,2,46,4,2,3,8,,,,,7,11,,,,,9,2,2,1,2,2,1,6,3,6,4,6,2,6,6,4,6,3,6,4,4,71,55,27,,,,4,6,4,4,4,3,,,,4,,,,,,,,,,2,,,,,5,0,0,,12,,,2,,,,,2,4,62,7,75,1,4,175000,1,1,3,MINNEAPOLIS,3,1.013018,
2879,3209,1,1,1,12,2,46,4,2,6,8,,,,,2,11,,,,,9,1,2,1,3,4.5,1,4,3,3,4,4,4,4,4,3,2,4,6,6,4,50,51,,,,,4,3,5,6,3,3,,,,5,,,,,,,,,,2,,,,,2,5,0,,,,,1,,21,,,2,4,31,4,39.5,2,3,125000,1,1,3,MINNEAPOLIS,3,1.013018,
2880,3210,1,1,1,12,2,46,4,2,2,8,,,,,2,11,,,,,9,1,2,1,2,2,1,4,4,6,5,6,4,6,6,4,6,6,6,6,5,72,28,,,,,5,6,6,6,4,4,,,,5,,,,,,,,,,2,,,,,1,5,5,,14,,,2,,,,,1,10,62,6,59.5,1,1,25000,1,1,3,MINNEAPOLIS,3,1.013018,
2881,3211,1,1,1,12,2,46,4,2,3,8,,,,,2,11,,,,,9,1,2,1,1,1,1,6,3,3,3,6,4,6,6,4,6,6,6,6,4,28,33,,,,,4,6,6,6,4,6,,,,4,,,,,,,,,,2,,,,,24,4,4,,,,,2,,,,,4,3,62,3,29.5,2,1,25000,1,1,3,MINNEAPOLIS,3,1.013018,
2882,3212,1,1,1,12,2,46,4,2,1,8,,,,,1,11,,,,,1,1,1,2,4,9.5,2,4,6,3,5,5,4,6,6,4,3,6,6,6,4,35,,,,,,3,3,6,6,6,3,,,,4,,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,1,12,62,5,49.5,2,4,175000,1,1,3,MINNEAPOLIS,3,1.013018,
2883,3213,1,1,1,12,2,46,4,2,2,8,,,,,2,11,,,,,9,1,2,2,2,2,2,4,4,4,5,6,5,6,6,5,0,0,0,0,5,,,,,,,5,6,6,6,6,5,,,,5,,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,1,12,62,6,59.5,2,4,175000,1,1,3,MINNEAPOLIS,3,1.013018,
2884,3214,1,1,1,12,2,46,4,1,5,8,,,,,3,11,,,,,9,1,2,2,1,1,2,6,6,6,4,4,4,5,6,6,6,4,0,4,4,,,,,,,5,6,5,5,6,5,,,,4,,,,,,,,,,2,,,,,11,5,5,,,,,2,,,,,3,4,62,6,59.5,2,4,175000,1,1,3,MINNEAPOLIS,3,1.013018,
2885,3215,1,1,1,12,2,46,4,2,3,8,,,,,2,11,,,,,9,1,2,2,2,2,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,,,,,,,3,0,0,0,0,3,,,,4,,,,,,,,,,0,,,,,12,0,0,,,,,0,,,,,1,5,0,7,75,2,1,25000,1,1,3,MINNEAPOLIS,3,1.013018,
2886,3216,1,1,1,12,2,46,4,2,2,8,,,,,7,11,,,,,9,1,0,1,1,1,2,6,3,6,3,4,4,6,6,4,6,5,6,4,4,,,,,,,4,6,4,4,4,3,,,,5,,,,,,,,,,2,,,,,12,4,5,,,,,2,,,,,2,4,62,7,75,2,1,25000,1,1,3,MINNEAPOLIS,3,1.013018,
2887,3217,1,1,1,12,2,46,4,2,8,,,,,,2,11,,,,,9,2,2,2,3,4.5,2,3,6,6,3,3,3,6,3,6,6,3,6,3,3,,,,,,,3,3,4,3,6,3,,,,5,,,,,,,,,,2,,,,,6,5,3,,,,,2,,,,,2,4,62,6,59.5,1,4,175000,1,1,3,MINNEAPOLIS,3,1.013018,
2888,3218,1,1,1,12,2,46,4,2,1,8,,,,,4,11,,,,,9,2,2,2,3,4.5,2,4,6,6,4,4,4,4,4,4,4,4,4,4,4,,,,,,,5,6,6,6,6,6,,,,3,,,,,,,,,,2,,,,,5,2,1,,,,,1,,4,5,,2,4,62,5,49.5,1,4,175000,1,1,3,MINNEAPOLIS,3,1.013018,
2889,3219,1,1,1,12,2,46,4,2,2,8,,,,,6,11,,,,,9,2,1,1,4,9.5,2,4,2,2,3,3,3,3,3,4,3,3,3,3,3,,,,,,,3,3,5,4,3,2,,,,4,,,,,,,,,,1,3,5,,,5,3,3,,,,,2,,,,,1,5,0,3,29.5,2,2,75000,1,1,3,MINNEAPOLIS,3,1.013018,
